Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
MUC15		4	4	515	0.8%	No
HSPB8		2	2	515	0.4%	No
MYO3A		13	13	515	2.5%	No
DUOX1		10	10	515	1.9%	No
SGPP2		2	2	515	0.4%	No
CFAP206		8	8	515	1.6%	No
SLCO1C1		14	13	515	2.5%	No
RAB4B		1	1	515	0.2%	No
RAB24		1	1	515	0.2%	No
KLF15		2	2	515	0.4%	No
HIPK2		3	3	515	0.6%	No
OR5K1		2	1	515	0.2%	No
OR5L2		11	9	515	1.7%	No
ASTE1		9	9	515	1.7%	No
FAM76B		1	1	515	0.2%	No
COMMD5		2	2	515	0.4%	No
TMEM31		2	2	515	0.4%	No
GAPDHS		1	1	515	0.2%	No
PIWIL4		3	3	515	0.6%	No
OR7A17		3	3	515	0.6%	No
SESN3		4	4	515	0.8%	Yes
RASGEF1B		5	5	515	1.0%	No
PAGE2		1	1	515	0.2%	No
CCDC125		5	5	515	1.0%	No
SP9		1	1	515	0.2%	No
CNBD1		6	6	515	1.2%	No
OR5H1		6	5	515	1.0%	No
ZDHHC20		1	1	515	0.2%	No
PSMC6		5	5	515	1.0%	No
PSMD1		7	6	515	1.2%	No
PSMD2		5	5	515	1.0%	No
PSMD3		3	2	515	0.4%	No
PSMC2		6	5	515	1.0%	No
PSMC3		2	2	515	0.4%	No
PSMC4		1	1	515	0.2%	No
PSMC5		2	2	515	0.4%	No
PSMD11		1	1	515	0.2%	No
PSMD12		1	1	515	0.2%	No
PSMD13		3	3	515	0.6%	No
PSMD4		1	1	515	0.2%	No
PSMD5		1	1	515	0.2%	No
PSMD10		1	1	515	0.2%	No
PTGDS		2	2	515	0.4%	No
PTEN		12	12	515	2.3%	Yes
PTGDR		3	3	515	0.6%	No
PSME1		1	1	515	0.2%	No
MSRB3		2	2	515	0.4%	No
PSME2		2	2	515	0.4%	No
PSPH		2	2	515	0.4%	No
PTBP1		3	3	515	0.6%	No
TAS2R38		3	3	515	0.6%	No
PTCH1		14	14	515	2.7%	Yes
KHDC3L		2	2	515	0.4%	No
PTGIS		8	8	515	1.6%	No
PTH		3	3	515	0.6%	No
PTGIR		2	2	515	0.4%	No
PTGER2		5	5	515	1.0%	No
PTGER3		6	6	515	1.2%	No
PTGER4		5	5	515	1.0%	No
PTGFR		2	2	515	0.4%	No
PTGFRN		5	5	515	1.0%	No
PTGS1		7	7	515	1.4%	No
PTGS2		3	3	515	0.6%	No
PTHLH		1	1	515	0.2%	No
PTH1R		6	6	515	1.2%	No
PTH2R		11	10	515	1.9%	No
PTK2		9	9	515	1.7%	No
MYO1B		7	6	515	1.2%	No
HK3		8	7	515	1.4%	No
PTK7		6	5	515	1.0%	Yes
PTMA		1	1	515	0.2%	No
PTPN1		2	2	515	0.4%	Yes
MSI1		2	2	515	0.4%	Yes
PTPN2		3	3	515	0.6%	Yes
PTPN3		6	6	515	1.2%	No
HLA-DOB		3	3	515	0.6%	No
HLA-DOA		2	2	515	0.4%	No
MNX1		1	1	515	0.2%	Yes
HLA-DMB		1	1	515	0.2%	No
HLA-C		5	5	515	1.0%	Yes
HLA-B		23	21	515	4.1%	Yes
HLA-A		21	19	515	3.7%	Yes
ZBTB48		5	4	515	0.8%	No
PTN		2	2	515	0.4%	No
CITED1		1	1	515	0.2%	No
MSH2		7	6	515	1.2%	Yes
MSH3		6	6	515	1.2%	Yes
QSOX1		2	2	515	0.4%	No
MSH4		13	13	515	2.5%	No
MSH5		3	3	515	0.6%	No
PTPN9		1	1	515	0.2%	No
CEP85		3	2	515	0.4%	No
PTPN12		9	8	515	1.6%	No
PTPN13		11	11	515	2.1%	Yes
DDX31		2	2	515	0.4%	No
PTPN14		17	16	515	3.1%	No
IQCH		10	10	515	1.9%	No
HLA-DRA		3	3	515	0.6%	No
DEPTOR		2	2	515	0.4%	No
VCX3A		2	1	515	0.2%	No
HLA-DQB1		1	1	515	0.2%	No
HLA-DQA2		2	2	515	0.4%	No
HLA-DPB1		1	1	515	0.2%	No
PTPN4		6	6	515	1.2%	No
PTPN6		3	3	515	0.6%	Yes
PTPN7		4	4	515	0.8%	No
PTPRE		5	5	515	1.0%	No
PTPRF		15	13	515	2.5%	No
PTPRG		10	9	515	1.7%	No
PTPRH		8	7	515	1.4%	No
PTPRJ		9	9	515	1.7%	No
PTPRK		9	9	515	1.7%	Yes
HLA-F		5	5	515	1.0%	No
HLA-E		1	1	515	0.2%	No
HLF		2	2	515	0.4%	Yes
RTCB		2	2	515	0.4%	No
CTDSPL2		3	3	515	0.6%	No
HACD3		1	1	515	0.2%	No
PALM2AKAP2		16	15	515	2.9%	No
NELFCD		1	1	515	0.2%	No
PTPRA		2	2	515	0.4%	No
PTPRB		24	24	515	4.7%	Yes
TRIAP1		1	1	515	0.2%	No
PTPRC		18	17	515	3.3%	Yes
PTPRD		29	27	515	5.2%	Yes
HLX		4	4	515	0.8%	No
HLCS		2	2	515	0.4%	No
MR1		2	2	515	0.4%	No
HLA-G		3	2	515	0.4%	No
PTPRM		21	19	515	3.7%	No
PTPRN		6	6	515	1.2%	No
PTPRN2		3	3	515	0.6%	No
MSR1		6	6	515	1.2%	No
MSRA		1	1	515	0.2%	No
MST1		3	3	515	0.6%	Yes
MST1R		10	10	515	1.9%	Yes
MSX1		2	2	515	0.4%	No
HMGCR		5	5	515	1.0%	No
HMGCL		1	1	515	0.2%	No
HMGN2		1	1	515	0.2%	No
HMGB3		3	3	515	0.6%	No
HMGB2		1	1	515	0.2%	No
MSN		4	4	515	0.8%	Yes
ITIH6		11	10	515	1.9%	No
MT1H		1	1	515	0.2%	No
HMX2		1	1	515	0.2%	No
NR4A1		2	2	515	0.4%	No
HMOX2		1	1	515	0.2%	No
HMOX1		2	2	515	0.4%	No
HMMR		4	4	515	0.8%	No
HMGCS2		3	3	515	0.6%	No
HMGCS1		3	3	515	0.6%	No
MSX2		1	1	515	0.2%	No
MT1A		1	1	515	0.2%	No
FOXA2		2	2	515	0.4%	No
TMEM52B		1	1	515	0.2%	No
HNRNPA1		3	3	515	0.6%	No
SLC29A2		2	2	515	0.4%	No
HNMT		1	1	515	0.2%	No
ONECUT1		6	6	515	1.2%	No
HNF4G		8	7	515	1.4%	No
HNF4A		6	6	515	1.2%	No
FOXA3		1	1	515	0.2%	No
FOXA1		3	3	515	0.6%	Yes
CCDC38		4	4	515	0.8%	No
HNRNPA2B1		5	5	515	1.0%	Yes
ZNF81		5	5	515	1.0%	No
HNRNPH3		1	1	515	0.2%	No
HNRNPH2		2	2	515	0.4%	No
GOLGA6L10		1	1	515	0.2%	No
HNRNPH1		2	2	515	0.4%	No
ZNF783		7	7	515	1.4%	No
HNRNPF		2	2	515	0.4%	No
HNRNPD		5	5	515	1.0%	No
HNRNPC		1	1	515	0.2%	No
HNRNPAB		1	1	515	0.2%	No
C10ORF90		3	3	515	0.6%	No
EYS		25	21	515	4.1%	No
HNRNPU		8	7	515	1.4%	No
HNRNPL		7	7	515	1.4%	No
HNRNPK		3	3	515	0.6%	No
HOXA2		1	1	515	0.2%	No
HOXA1		2	2	515	0.4%	No
TLX2		2	2	515	0.4%	No
TLX1		2	2	515	0.4%	Yes
NPIPA5		2	2	515	0.4%	No
DCAF8L2		5	5	515	1.0%	No
SPATA4		2	2	515	0.4%	No
HS3ST6		3	3	515	0.6%	No
NUCKS1		3	2	515	0.4%	No
PDIA2		2	2	515	0.4%	No
DRAXIN		4	4	515	0.8%	No
COPS7B		1	1	515	0.2%	No
DEPDC4		4	3	515	0.6%	No
C11ORF40		1	1	515	0.2%	No
OR52I2		4	4	515	0.8%	No
PPME1		1	1	515	0.2%	No
HEMK1		1	1	515	0.2%	No
CPEB2		3	3	515	0.6%	No
UNKL		2	2	515	0.4%	No
ACTL6B		5	5	515	1.0%	No
BIN2		2	2	515	0.4%	No
EOLA2		2	2	515	0.4%	No
ZDHHC19		2	2	515	0.4%	No
CRYBG3		6	6	515	1.2%	No
AMOTL2		2	2	515	0.4%	No
PRKAG2		1	1	515	0.2%	No
ZNF107		9	9	515	1.7%	No
POLK		9	8	515	1.6%	No
DDX41		5	5	515	1.0%	Yes
C8ORF58		1	1	515	0.2%	No
EVC2		9	9	515	1.7%	No
SMAP2		1	1	515	0.2%	No
WDR13		3	3	515	0.6%	No
ACBD3		7	7	515	1.4%	No
METTL17		5	5	515	1.0%	No
MFSD1		3	3	515	0.6%	No
SPATA21		1	1	515	0.2%	No
SUCO		5	4	515	0.8%	No
ANAPC7		1	1	515	0.2%	No
ANAPC5		1	1	515	0.2%	No
SCARA3		3	3	515	0.6%	No
MAGEC2		7	7	515	1.4%	No
FAM8A1		2	2	515	0.4%	No
LANCL3		5	5	515	1.0%	No
MIGA1		6	6	515	1.2%	No
SMURF2		6	6	515	1.2%	No
CCDC136		5	5	515	1.0%	No
RUSF1		2	2	515	0.4%	No
SMYD3		3	3	515	0.6%	Yes
TNS3		13	12	515	2.3%	No
YTHDF2		5	4	515	0.8%	No
VGLL1		1	1	515	0.2%	No
RNF138		1	1	515	0.2%	No
IP6K2		1	1	515	0.2%	No
PCYOX1		1	1	515	0.2%	No
FAM216B		2	2	515	0.4%	No
GAREM1		9	8	515	1.6%	No
PARP12		5	5	515	1.0%	No
CREB3L2		3	3	515	0.6%	Yes
ZNF574		3	3	515	0.6%	No
S100PBP		1	1	515	0.2%	No
IPPK		1	1	515	0.2%	No
MROH7		6	6	515	1.2%	No
PRRX2		2	2	515	0.4%	No
LCMT1		2	2	515	0.4%	No
GULP1		4	4	515	0.8%	No
LRRK2		35	29	515	5.6%	Yes
REV1		2	2	515	0.4%	No
RHCG		2	2	515	0.4%	No
ILRUN		3	3	515	0.6%	No
CCDC14		6	6	515	1.2%	No
PCED1A		1	1	515	0.2%	No
ENGASE		3	3	515	0.6%	No
C11ORF1		2	2	515	0.4%	No
FNDC3B		6	6	515	1.2%	No
SFMBT1		5	5	515	1.0%	No
GPR89B		2	2	515	0.4%	No
FTSJ3		4	4	515	0.8%	No
PLAAT5		1	1	515	0.2%	No
LACC1		3	3	515	0.6%	No
UBE2J1		1	1	515	0.2%	No
GALNT15		6	6	515	1.2%	No
RRP36		1	1	515	0.2%	No
SLC16A10		6	6	515	1.2%	No
EVL		1	1	515	0.2%	No
MICAL1		8	8	515	1.6%	No
AEN		2	2	515	0.4%	No
CERK		3	3	515	0.6%	No
CRTC3		5	5	515	1.0%	Yes
RBM15		5	5	515	1.0%	Yes
TBC1D15		5	5	515	1.0%	No
GINS3		1	1	515	0.2%	No
EPS8L2		4	4	515	0.8%	No
EXO5		4	4	515	0.8%	No
LIMA1		4	4	515	0.8%	No
DCDC2		2	2	515	0.4%	No
HSD17B7		1	1	515	0.2%	No
ISYNA1		3	3	515	0.6%	No
ANKFY1		6	6	515	1.2%	No
PPP5D1		1	1	515	0.2%	No
PPP1R21		6	6	515	1.2%	No
SLC44A5		6	6	515	1.2%	No
PLEK2		3	3	515	0.6%	No
DEFB118		4	4	515	0.8%	No
OR8G1		3	3	515	0.6%	No
OR8B8		1	1	515	0.2%	No
OR10A3		5	5	515	1.0%	No
TAGAP		1	1	515	0.2%	No
IP6K3		4	4	515	0.8%	No
DCBLD2		6	6	515	1.2%	No
SEZ6L2		3	3	515	0.6%	No
CMYA5		26	24	515	4.7%	No
NUPR1		1	1	515	0.2%	No
GOLGA8F		1	1	515	0.2%	No
OR10J1		1	1	515	0.2%	No
LRRC15		6	6	515	1.2%	No
FAM43A		3	3	515	0.6%	No
XRRA1		5	5	515	1.0%	No
RNF217		1	1	515	0.2%	No
NKAIN2		2	2	515	0.4%	No
PTPN18		2	2	515	0.4%	No
TRABD2A		3	3	515	0.6%	No
ZNF800		5	5	515	1.0%	No
PTX3		4	4	515	0.8%	No
PTPRO		9	9	515	1.7%	Yes
PTPRR		6	6	515	1.2%	No
PLEKHH2		10	10	515	1.9%	No
PTPRS		11	10	515	1.9%	Yes
PTPRZ1		15	15	515	2.9%	No
ZNF92		1	1	515	0.2%	No
PVALB		1	1	515	0.2%	No
PVR		3	3	515	0.6%	No
NECTIN1		1	1	515	0.2%	No
NUDT10		1	1	515	0.2%	No
NECTIN2		3	3	515	0.6%	No
ADAMTS15		4	4	515	0.8%	No
ZNF746		3	3	515	0.6%	No
PURA		2	1	515	0.2%	No
KCNH8		11	11	515	2.1%	No
PURB		5	4	515	0.8%	No
ATP6V0E2		1	1	515	0.2%	No
PSORS1C2		1	1	515	0.2%	No
TMEM252		8	8	515	1.6%	No
C9ORF72		1	1	515	0.2%	No
PXMP2		2	2	515	0.4%	No
PEX2		5	4	515	0.8%	No
PXN		4	3	515	0.6%	No
CRYGN		1	1	515	0.2%	No
PWP2		3	3	515	0.6%	No
PEX19		2	2	515	0.4%	No
ABCD3		4	4	515	0.8%	No
ABCD4		7	6	515	1.2%	No
ZNF425		6	6	515	1.2%	No
GALNTL5		6	6	515	1.2%	No
CBWD3		1	1	515	0.2%	No
CCDC171		9	9	515	1.7%	No
MPP7		4	4	515	0.8%	No
MTAP		2	2	515	0.4%	Yes
NAIF1		1	1	515	0.2%	No
PEX5		2	2	515	0.4%	No
PYCR1		1	1	515	0.2%	No
ALDH18A1		2	2	515	0.4%	No
MT2A		1	1	515	0.2%	No
PCYT2		2	2	515	0.4%	No
PYGB		7	6	515	1.2%	No
MT3		1	1	515	0.2%	No
PYGL		7	5	515	1.0%	No
PYGM		10	10	515	1.9%	No
MTF1		5	5	515	1.0%	No
ADAMTS16		15	14	515	2.7%	No
ADAMTS18		10	10	515	1.9%	No
ADAMTS17		7	7	515	1.4%	No
QDPR		4	3	515	0.6%	No
RAB1A		2	2	515	0.4%	No
RAB2A		1	1	515	0.2%	No
HOXA3		1	1	515	0.2%	Yes
SLC25A30		1	1	515	0.2%	No
NUDT1		3	3	515	0.6%	No
MTHFD1		7	6	515	1.2%	No
VPS13B		36	34	515	6.6%	No
CCDC107		4	4	515	0.8%	No
MTHFR		2	2	515	0.4%	No
PZP		9	9	515	1.7%	No
MTIF2		3	3	515	0.6%	No
TMEM213		3	3	515	0.6%	No
MAP4K2		2	2	515	0.4%	No
RAB13		2	2	515	0.4%	No
MYO1F		8	8	515	1.6%	No
HOXB1		1	1	515	0.2%	No
HOXA11		2	2	515	0.4%	Yes
HOXA9		1	1	515	0.2%	Yes
HOXA7		3	3	515	0.6%	No
HOXA6		1	1	515	0.2%	No
HOXA4		2	2	515	0.4%	No
RGL2		6	6	515	1.2%	No
RAB3A		2	2	515	0.4%	No
MTM1		1	1	515	0.2%	No
RAB3IL1		1	1	515	0.2%	No
RAB5A		3	3	515	0.6%	No
HOXA13		2	2	515	0.4%	Yes
RAC2		3	3	515	0.6%	Yes
ERICH1		3	3	515	0.6%	No
NAP1L5		2	2	515	0.4%	No
RAC3		3	3	515	0.6%	No
GIMAP8		3	3	515	0.6%	No
MTRR		4	4	515	0.8%	No
RAD9A		2	2	515	0.4%	No
RAD17		5	4	515	0.8%	No
HOXC4		4	4	515	0.8%	No
HOXB8		2	2	515	0.4%	No
HOXB7		2	2	515	0.4%	No
HOXB6		2	2	515	0.4%	No
HOXB5		2	2	515	0.4%	No
HOXB4		3	3	515	0.6%	No
ANKS6		3	3	515	0.6%	No
HOXB3		3	3	515	0.6%	No
HOXB2		2	2	515	0.4%	No
MTNR1A		3	3	515	0.6%	No
RAB27B		1	1	515	0.2%	No
MTNR1B		3	3	515	0.6%	No
RABGGTA		1	1	515	0.2%	No
NAALADL2		14	13	515	2.5%	No
RABGGTB		5	5	515	1.0%	No
RABIF		1	1	515	0.2%	No
MTTP		4	4	515	0.8%	No
RAB5C		2	2	515	0.4%	No
MTR		7	6	515	1.2%	No
RAC1		13	13	515	2.5%	Yes
RAD51B		1	1	515	0.2%	Yes
MOK		1	1	515	0.2%	No
RAD52		5	5	515	1.0%	Yes
RAF1		3	3	515	0.6%	Yes
HOXD4		4	4	515	0.8%	No
HOXD3		5	5	515	1.0%	No
SLC10A5		2	2	515	0.4%	No
HOXC13		4	4	515	0.8%	Yes
HOXC12		1	1	515	0.2%	No
HOXC11		1	1	515	0.2%	Yes
HOXC10		1	1	515	0.2%	No
HOXC9		1	1	515	0.2%	No
HOXC8		2	2	515	0.4%	No
HOXC6		3	3	515	0.6%	No
RAD21		5	5	515	1.0%	Yes
RAD23A		3	3	515	0.6%	No
RAD23B		2	2	515	0.4%	No
RAD51		1	1	515	0.2%	Yes
RAD51C		3	3	515	0.6%	Yes
TDRP		2	2	515	0.4%	No
HPD		4	4	515	0.8%	No
HPCAL1		4	4	515	0.8%	No
HP		2	2	515	0.4%	No
HOXD13		2	2	515	0.4%	Yes
HOXD12		3	3	515	0.6%	No
ZDHHC23		1	1	515	0.2%	No
HOXD10		5	5	515	1.0%	No
HOXD9		2	2	515	0.4%	No
HOXD8		4	4	515	0.8%	No
RAG1		7	7	515	1.4%	No
RAG2		6	6	515	1.2%	No
RALB		1	1	515	0.2%	No
CADM2		10	10	515	1.9%	No
LCLAT1		5	5	515	1.0%	No
VCX		2	2	515	0.4%	No
TBL2		2	2	515	0.4%	No
MUC2		8	8	515	1.6%	No
MUC3A		10	10	515	1.9%	No
MUC4		16	14	515	2.7%	No
MUC5AC		9	9	515	1.7%	No
HPRT1		2	2	515	0.4%	No
HPR		4	4	515	0.8%	No
HPN		3	3	515	0.6%	No
HPGD		1	1	515	0.2%	No
TRIM37		5	5	515	1.0%	No
MUSK		7	7	515	1.4%	No
MMUT		6	6	515	1.2%	No
MUTYH		3	3	515	0.6%	Yes
MVD		3	3	515	0.6%	No
ERAS		2	2	515	0.4%	No
HRAS		34	31	515	6.0%	Yes
HPX		4	4	515	0.8%	No
HPS1		5	5	515	1.0%	No
MUC6		12	12	515	2.3%	No
MUC7		4	4	515	0.8%	No
PRMT1		2	2	515	0.4%	No
PRMT2		2	2	515	0.4%	No
HRH2		3	2	515	0.4%	No
HRG		1	1	515	0.2%	No
HRC		5	4	515	0.8%	No
HRH1		1	1	515	0.2%	No
AGFG1		2	2	515	0.4%	No
MVK		1	1	515	0.2%	No
MX1		5	5	515	1.0%	No
OR2T6		8	8	515	1.6%	No
RTN4RL2		2	2	515	0.4%	No
HSD3B2		3	3	515	0.6%	No
HSD3B1		4	4	515	0.8%	Yes
ZNF530		5	5	515	1.0%	No
HSD11B2		3	3	515	0.6%	No
HSF4		1	1	515	0.2%	No
HSF1		4	4	515	0.8%	No
HSD17B4		5	5	515	1.0%	No
HSD17B2		2	2	515	0.4%	No
HSD17B3		2	2	515	0.4%	No
HSD17B1		1	1	515	0.2%	No
TMEM244		1	1	515	0.2%	No
ELOVL1		1	1	515	0.2%	No
FNDC4		4	4	515	0.8%	No
KLC2		1	1	515	0.2%	No
LARS1		5	4	515	0.8%	No
TMEM138		2	2	515	0.4%	No
CXXC5		2	2	515	0.4%	No
JKAMP		1	1	515	0.2%	No
GSKIP		3	3	515	0.6%	No
GNPNAT1		1	1	515	0.2%	No
CT45A1		2	2	515	0.4%	No
PORCN		3	3	515	0.6%	No
ISL2		6	5	515	1.0%	No
MARCHF7		6	6	515	1.2%	No
SPATA20		2	2	515	0.4%	No
SLC13A3		10	10	515	1.9%	No
YTHDC2		11	9	515	1.7%	No
FBXL17		1	1	515	0.2%	No
TRMO		1	1	515	0.2%	No
ZC3HC1		3	2	515	0.4%	No
PHF7		3	3	515	0.6%	No
PPHLN1		4	4	515	0.8%	No
VTA1		6	6	515	1.2%	No
KIF18B		5	5	515	1.0%	No
ZCCHC17		1	1	515	0.2%	No
ETNPPL		4	4	515	0.8%	No
TUT1		3	3	515	0.6%	No
OR10G3		1	1	515	0.2%	No
USP46		4	4	515	0.8%	No
OR10H3		1	1	515	0.2%	No
AIDA		2	2	515	0.4%	No
VWA1		1	1	515	0.2%	No
OR10G2		4	4	515	0.8%	No
NIBAN2		4	4	515	0.8%	No
DCLRE1B		2	2	515	0.4%	No
PLEKHG2		10	8	515	1.6%	No
OR10H1		1	1	515	0.2%	No
OR10H2		2	2	515	0.4%	No
NABP1		2	2	515	0.4%	No
C1QTNF9B		3	3	515	0.6%	No
SCLY		1	1	515	0.2%	No
OR11A1		3	3	515	0.6%	No
VPS54		2	2	515	0.4%	No
ZNF581		1	1	515	0.2%	No
SIRT7		1	1	515	0.2%	No
ARMCX5		4	4	515	0.8%	No
RFX7		10	8	515	1.6%	No
PRRC1		1	1	515	0.2%	No
CDCP1		1	1	515	0.2%	No
ITGB1BP2		4	4	515	0.8%	No
RUNDC1		6	6	515	1.2%	No
CINP		2	2	515	0.4%	No
PEX5L		19	14	515	2.7%	No
ACKR4		2	2	515	0.4%	No
LGSN		4	4	515	0.8%	No
NT5DC3		2	2	515	0.4%	No
CHIC2		2	2	515	0.4%	Yes
INTS6		4	4	515	0.8%	No
TIMM13		2	2	515	0.4%	No
RAB6B		2	2	515	0.4%	No
MBIP		1	1	515	0.2%	No
HDAC7		7	6	515	1.2%	Yes
ARMCX3		2	2	515	0.4%	No
UFM1		1	1	515	0.2%	No
OR12D2		5	5	515	1.0%	No
PCDH20		14	14	515	2.7%	No
RNF165		2	2	515	0.4%	No
LATS2		5	5	515	1.0%	Yes
AGO1		7	6	515	1.2%	Yes
TEX9		2	2	515	0.4%	No
TSPAN16		1	1	515	0.2%	No
DAZAP1		1	1	515	0.2%	Yes
NHLRC3		3	3	515	0.6%	No
CYRIB		3	3	515	0.6%	No
JDP2		1	1	515	0.2%	No
TIMM9		1	1	515	0.2%	No
ESF1		7	7	515	1.4%	No
LARP7		2	2	515	0.4%	No
SERP2		1	1	515	0.2%	Yes
PAPOLG		1	1	515	0.2%	No
C12ORF43		3	3	515	0.6%	No
PCNX3		12	12	515	2.3%	No
AZIN1		3	3	515	0.6%	No
MED15		2	2	515	0.4%	No
PCF11		6	6	515	1.2%	No
PIAS4		2	2	515	0.4%	No
NOXRED1		5	4	515	0.8%	No
HEYL		1	1	515	0.2%	No
CNNM1		6	6	515	1.2%	No
MYOF		8	7	515	1.4%	No
NARF		2	2	515	0.4%	No
CNNM4		5	5	515	1.0%	No
SLC17A5		2	2	515	0.4%	No
CNNM3		4	4	515	0.8%	No
SRRT		8	8	515	1.6%	No
ANO4		14	14	515	2.7%	No
TRIM33		3	3	515	0.6%	Yes
NBAS		27	23	515	4.5%	No
CUTA		1	1	515	0.2%	No
LSR		5	5	515	1.0%	No
KCTD4		3	3	515	0.6%	No
KCTD8		13	12	515	2.3%	No
SMIM43		1	1	515	0.2%	No
LRATD2		3	3	515	0.6%	No
OLFML2A		2	1	515	0.2%	No
TERB2		1	1	515	0.2%	No
NBPF10		10	10	515	1.9%	No
ZNF710		4	4	515	0.8%	No
KIF7		7	6	515	1.2%	No
SNX19		4	4	515	0.8%	No
SPPL3		2	2	515	0.4%	No
ZBTB41		7	7	515	1.4%	No
GLIPR1L2		2	2	515	0.4%	No
UGT3A1		9	9	515	1.7%	No
H2BW1		3	2	515	0.4%	No
C8ORF37		1	1	515	0.2%	No
XAGE5		3	3	515	0.6%	No
C11ORF87		4	4	515	0.8%	No
HOATZ		1	1	515	0.2%	No
COLCA1		1	1	515	0.2%	No
CAPSL		5	3	515	0.6%	No
WASH4P		1	1	515	0.2%	No
CPNE4		9	9	515	1.7%	No
TOMM20L		1	1	515	0.2%	No
FOXN4		2	2	515	0.4%	No
ALKBH2		3	3	515	0.6%	No
ACOT4		1	1	515	0.2%	No
ZNF664		3	3	515	0.6%	No
RFLNA		2	2	515	0.4%	No
STXBP5		5	5	515	1.0%	No
OR8B2		4	3	515	0.6%	No
KRTAP12-4		1	1	515	0.2%	No
KRTAP12-3		2	2	515	0.4%	No
KRTAP10-5		4	4	515	0.8%	No
ARV1		3	2	515	0.4%	No
KRTAP10-3		1	1	515	0.2%	No
EFCAB6		7	7	515	1.4%	No
KRTAP10-8		1	1	515	0.2%	No
NMNAT1		4	4	515	0.8%	No
P2RY12		1	1	515	0.2%	No
KRTAP10-1		2	1	515	0.2%	No
KRTAP10-9		3	3	515	0.6%	No
PIH1D2		2	2	515	0.4%	No
KRTAP10-11		1	1	515	0.2%	No
RAP1B		3	3	515	0.6%	No
RAP1GAP		6	6	515	1.2%	No
KRTAP10-4		5	5	515	1.0%	No
KRTAP10-7		3	3	515	0.6%	No
KRTAP10-6		3	3	515	0.6%	No
SFR1		1	1	515	0.2%	No
RALGDS		6	5	515	1.0%	Yes
RAN		2	2	515	0.4%	No
RANBP1		1	1	515	0.2%	No
RANBP2		14	13	515	2.5%	Yes
PCOLCE2		2	2	515	0.4%	No
SRPK3		3	2	515	0.4%	No
MYEOV		3	3	515	0.6%	No
CYP3A43		4	4	515	0.8%	No
RARB		6	6	515	1.2%	No
RARG		13	13	515	2.5%	No
IL25		1	1	515	0.2%	No
RARS1		1	1	515	0.2%	No
RARRES2		2	2	515	0.4%	No
EME1		3	3	515	0.6%	No
RGS17		4	4	515	0.8%	No
AATF		3	3	515	0.6%	No
RAP1GDS1		5	5	515	1.0%	Yes
HIKESHI		1	1	515	0.2%	No
RAP2B		2	2	515	0.4%	No
UFC1		1	1	515	0.2%	No
RARA		5	5	515	1.0%	Yes
RTF2		2	2	515	0.4%	No
C4ORF33		4	4	515	0.8%	No
TCEAL6		2	2	515	0.4%	No
SCLT1		9	9	515	1.7%	No
SUSD3		2	2	515	0.4%	No
MRPL46		1	1	515	0.2%	No
ARID4A		10	10	515	1.9%	Yes
BSCL2		4	4	515	0.8%	No
KDM5A		7	7	515	1.4%	Yes
RBBP4		2	2	515	0.4%	No
RBBP5		2	2	515	0.4%	No
CKAP2		4	4	515	0.8%	No
GREM1		2	2	515	0.4%	Yes
CHMP5		2	2	515	0.4%	No
PLAAT4		1	1	515	0.2%	No
ETV7		2	2	515	0.4%	No
RASA1		20	19	515	3.7%	Yes
GTSE1		9	9	515	1.7%	Yes
RASA2		7	7	515	1.4%	No
RASGRF1		16	16	515	3.1%	No
DTL		2	2	515	0.4%	No
RASGRF2		10	10	515	1.9%	No
NCKIPSD		3	3	515	0.6%	No
RB1		16	16	515	3.1%	Yes
MYBPC2		9	9	515	1.7%	No
RBMS1		1	1	515	0.2%	No
MYBPC3		3	3	515	0.6%	No
MYBPH		1	1	515	0.2%	No
RBMS2		3	3	515	0.6%	No
MYC		6	6	515	1.2%	Yes
RBBP6		5	5	515	1.0%	No
MX2		1	1	515	0.2%	No
RBBP7		7	6	515	1.2%	No
MXI1		3	3	515	0.6%	No
RBBP8		5	5	515	1.0%	No
MYB		4	4	515	0.8%	Yes
RBL1		12	11	515	2.1%	No
MYBL1		3	3	515	0.6%	No
RBL2		7	7	515	1.4%	No
MYBPC1		12	12	515	2.3%	No
MYBL2		1	1	515	0.2%	No
RBM4		2	2	515	0.4%	No
RBP4		2	2	515	0.4%	No
TAPT1		2	2	515	0.4%	No
MYF5		5	5	515	1.0%	No
RBP2		1	1	515	0.2%	No
MYF6		1	1	515	0.2%	No
RBP3		15	13	515	2.5%	No
MYH1		19	19	515	3.7%	No
MYCL		4	4	515	0.8%	Yes
MYCN		2	2	515	0.4%	Yes
PRPH2		3	3	515	0.6%	No
MYH10		21	18	515	3.5%	No
MYH11		11	10	515	1.9%	Yes
GPHA2		1	1	515	0.2%	No
MYH2		26	22	515	4.3%	No
MYH3		16	15	515	2.9%	No
MYH4		19	18	515	3.5%	No
RCN1		1	1	515	0.2%	No
MYH6		19	18	515	3.5%	No
MYH7		18	16	515	3.1%	No
OPN1LW		2	2	515	0.4%	No
MYH8		29	28	515	5.4%	No
MYH9		24	22	515	4.3%	Yes
RELA		3	3	515	0.6%	No
MYO1A		4	4	515	0.8%	No
RELB		3	3	515	0.6%	No
MYO1C		9	9	515	1.7%	No
REN		3	3	515	0.6%	No
HSPA6		6	6	515	1.2%	No
HSPA2		1	1	515	0.2%	No
